Product.Description,10/1/2016,11/1/2016,12/1/2016,1/1/2017,2/1/2017,3/1/2017,4/1/2017,5/1/2017,6/1/2017,7/1/2017,8/1/2017,9/1/2017,10/1/2017,11/1/2017,12/1/2017,1/1/2018,2/1/2018,3/1/2018,4/1/2018,5/1/2018,6/1/2018,7/1/2018,8/1/2018,9/1/2018,10/1/2018,11/1/2018,12/1/2018,1/1/2019,2/1/2019,3/1/2019,4/1/2019,5/1/2019,6/1/2019,7/1/2019,8/1/2019,9/1/2019,10/1/2019,11/1/2019,12/1/2019,1/1/2020,2/1/2020
Product 4019,125,517,714,532,320,384,155,57,876,680,115,698,59,885,613,3,543,628,766,792,531,925,406,251,190,329,403,499,18,796,109,171,132,210,964,90,144,672,280,521,818
Product 4020,758,724,639,602,485,690,226,623,686,322,787,435,868,73,441,38,923,504,246,852,454,31,473,17,297,729,816,163,887,570,780,275,551,166,684,460,889,430,988,164,220
Product 4021,44,401,408,345,7,253,504,361,251,664,396,717,765,591,273,586,173,277,196,93,277,17,28,957,646,772,226,193,640,731,28,394,953,359,459,919,661,904,726,902,409
Product 4022,405,154,781,696,17,697,727,779,704,175,187,780,294,163,269,334,531,82,327,23,429,946,483,881,913,960,865,624,965,578,473,128,949,614,325,935,93,825,64,195,54
Product 4023,921,889,689,847,411,1,551,419,505,455,375,550,555,578,786,600,204,190,963,5,688,894,945,359,794,913,70,803,136,81,448,995,59,796,183,461,902,325,35,802,451
Product 4024,228,989,812,653,915,235,254,81,894,324,601,396,78,203,274,739,938,320,695,477,606,180,852,103,904,331,35,425,93,451,290,750,572,934,824,318,197,416,65,437,969
Product 4025,501,715,149,523,269,706,382,314,379,483,671,686,405,55,710,557,907,569,647,99,499,976,425,560,274,271,337,528,397,27,800,518,355,927,26,658,219,832,51,77,29
Product 4026,329,172,233,943,694,126,757,343,762,446,551,110,955,13,79,151,784,260,346,345,332,86,251,22,119,434,515,513,943,447,978,340,59,591,770,760,889,360,937,700,297
Product 4027,849,999,654,56,610,488,740,734,914,270,709,405,682,69,34,590,552,583,55,280,714,302,237,831,530,138,543,294,481,212,32,477,781,375,195,961,173,702,978,257,16
Product 4028,95,261,651,700,539,403,616,768,194,465,7,830,255,434,14,956,6,685,522,551,343,831,106,796,966,936,925,856,161,580,385,700,997,210,787,485,758,598,266,135,645
Product 4029,504,429,366,970,144,676,711,202,230,68,666,163,999,192,167,143,330,123,503,774,642,560,509,242,265,888,879,208,468,535,646,950,895,858,984,940,849,212,574,14,421
Product 4030,887,316,591,738,530,260,115,572,654,488,79,649,533,783,830,750,592,967,192,560,77,854,723,52,228,10,92,672,632,618,968,462,491,775,661,156,767,362,973,167,257
Product 4031,94,914,998,413,758,270,128,450,114,614,719,255,5,323,134,101,398,359,567,727,692,126,464,677,828,405,462,308,4,51,117,291,409,830,284,806,753,71,937,784,774
Product 4032,289,18,273,202,686,287,863,742,523,644,115,301,515,225,171,674,527,942,10,998,738,288,584,818,693,561,571,850,745,156,462,728,736,429,909,967,129,739,498,211,182
Product 4033,984,819,699,908,339,753,638,525,485,933,847,872,309,658,54,451,752,205,224,445,55,558,71,33,933,621,198,809,582,399,901,970,822,468,882,492,398,214,711,178,599
Product 4034,287,600,232,598,136,210,534,498,805,490,569,793,179,269,830,185,297,404,208,33,237,83,520,496,88,306,166,997,696,760,324,499,836,319,249,922,746,564,219,112,74
Product 4035,254,735,539,95,856,707,116,643,778,811,472,749,824,939,351,140,944,399,236,235,827,4,909,593,496,268,262,816,427,968,936,520,430,815,815,627,557,980,629,855,687
Product 4036,816,244,188,395,234,76,713,147,309,622,808,417,926,458,170,875,42,202,555,963,375,911,436,928,837,131,177,178,785,329,115,936,186,981,722,184,401,44,431,499,560
Product 4037,917,418,728,347,323,136,418,915,254,295,248,862,298,854,523,319,918,630,422,82,950,450,337,513,546,943,471,178,157,146,868,943,957,356,432,526,265,893,763,299,600
Product 4038,99,113,603,124,176,508,333,418,581,959,532,908,785,472,503,729,709,193,650,113,57,211,117,226,707,973,887,150,592,933,969,449,355,44,471,872,692,153,943,183,206
Product 4039,668,612,682,27,452,281,127,684,545,572,700,321,347,769,205,634,689,126,206,428,448,364,958,268,110,262,624,203,558,848,401,691,140,942,853,205,584,466,415,294,67
Product 4040,194,907,520,679,211,869,750,918,28,926,570,933,678,856,818,404,443,67,572,963,468,151,704,867,627,459,199,59,254,725,207,466,731,850,639,875,758,137,226,203,877
Product 4041,627,360,566,743,342,428,463,923,890,753,887,208,782,342,516,582,680,574,879,666,875,392,986,303,393,76,333,368,832,164,7,893,401,841,682,277,816,15,362,363,349
Product 4042,109,354,449,619,757,348,739,535,786,384,71,687,112,537,602,822,705,462,137,470,277,118,143,911,991,219,606,504,719,34,387,587,21,613,11,286,664,963,10,756,873
Product 4043,647,6,318,867,745,74,579,632,553,285,369,249,245,41,243,546,170,461,85,527,353,416,179,693,83,40,441,961,65,19,522,440,891,261,395,923,617,712,352,461,568
Product 4044,66,474,660,124,846,266,399,8,479,818,954,735,177,655,618,658,240,699,530,123,280,133,563,864,513,772,944,611,453,135,674,809,320,757,53,874,580,435,113,917,111
Product 4045,702,129,496,657,80,570,678,694,180,920,128,686,739,806,460,632,275,125,881,199,33,759,394,306,566,207,683,135,995,33,39,753,111,664,676,544,846,587,748,395,325
Product 4046,613,275,913,889,865,688,187,393,524,921,630,354,832,832,17,404,247,900,150,34,546,350,166,194,244,668,209,289,914,988,243,561,361,56,699,815,404,645,71,311,930
Product 4047,653,982,755,462,19,504,12,714,311,743,321,711,259,936,408,909,163,510,748,870,169,16,894,340,202,105,489,72,958,134,317,773,124,300,189,127,582,511,420,661,204
Product 4048,203,583,248,270,939,286,286,916,44,281,498,265,721,904,997,305,289,236,842,302,414,717,494,944,250,275,364,62,462,1,335,238,712,612,955,211,735,887,195,145,10
Product 4049,352,768,921,603,471,502,411,517,200,817,250,326,348,752,712,284,191,426,536,204,712,715,640,52,530,462,402,321,92,260,548,958,676,416,498,868,800,388,226,778,238
Product 4050,11,394,202,352,978,563,412,763,125,3,316,121,153,121,247,388,339,696,502,529,520,476,39,375,45,831,262,425,679,159,204,88,828,714,666,368,927,968,776,150,351
Product 4051,567,216,152,619,288,621,493,343,945,401,647,478,747,640,838,875,407,497,950,227,720,644,401,224,798,2,553,894,407,179,892,853,776,526,51,869,367,137,207,150,367
Product 4052,9,423,159,168,133,221,8,87,254,792,992,925,207,202,342,623,39,583,79,310,279,121,628,427,969,71,699,868,749,906,546,564,689,403,835,146,927,189,372,787,778
Product 4053,93,897,330,227,424,354,219,921,500,597,638,541,613,883,864,297,63,113,392,357,604,308,833,222,797,913,451,642,251,310,318,439,392,919,775,704,663,790,802,223,179
Product 4054,101,166,695,637,440,814,607,607,190,262,857,95,539,55,856,581,783,901,122,768,914,760,527,811,633,187,242,871,391,221,102,310,108,396,179,634,206,107,471,219,59
Product 4055,46,840,217,134,243,974,672,560,300,77,152,646,888,417,971,581,268,925,280,706,930,407,763,326,136,606,867,151,885,400,82,794,63,575,651,72,207,790,8,848,43
Product 4056,79,595,990,533,384,285,251,740,633,951,310,153,967,833,125,246,245,82,153,66,621,746,928,506,808,787,16,13,98,544,509,624,120,22,739,623,489,786,547,243,825
Product 4057,792,341,79,465,185,80,993,812,694,386,909,313,642,969,312,405,249,245,376,520,879,976,828,212,753,689,394,414,71,764,956,952,185,818,957,269,39,549,939,498,252
Product 4058,615,991,850,184,684,833,54,445,969,365,155,833,54,560,783,487,220,967,272,234,719,118,232,502,43,365,127,176,527,951,215,694,235,12,427,126,811,12,479,770,272
Product 4059,609,632,172,279,980,871,870,599,437,955,62,790,773,249,238,679,453,491,605,80,799,888,608,963,664,743,934,436,309,122,246,625,350,263,808,581,260,422,510,586,380
Product 4060,58,977,368,243,182,227,646,699,867,319,564,653,264,198,349,841,635,189,616,902,694,293,977,894,496,586,687,47,671,232,231,457,988,686,364,482,794,654,648,489,278
Product 4061,945,441,331,616,728,879,768,479,104,572,324,862,833,283,398,722,572,624,276,357,426,730,43,440,369,220,753,227,165,599,684,598,370,168,595,83,270,640,485,142,658
Product 4062,734,103,390,181,379,636,642,231,37,131,4,31,34,212,698,555,433,937,487,660,149,827,213,699,737,817,237,341,493,561,735,889,372,996,753,257,259,579,355,21,302
Product 4063,556,91,888,15,790,844,374,411,224,424,743,370,652,282,215,496,217,3,603,591,386,39,678,76,62,511,269,789,404,602,619,804,507,29,98,798,29,593,129,304,695
Product 4064,581,682,76,353,204,590,272,870,702,855,255,857,440,580,90,365,408,5,136,304,517,884,268,12,448,366,43,22,493,837,959,204,91,405,253,484,738,816,879,104,796
Product 4065,873,443,884,964,469,142,134,65,432,201,36,902,76,151,287,491,204,704,766,5,654,212,80,193,484,235,23,683,402,595,12,168,953,40,955,154,124,545,617,697,724
Product 4066,613,910,936,586,624,567,900,387,941,59,334,735,929,152,197,26,938,783,592,212,459,362,116,409,957,391,818,484,235,672,135,228,201,485,925,388,25,840,199,650,163
Product 4067,372,229,320,55,438,940,861,162,490,198,674,608,310,815,279,198,687,775,146,405,375,624,739,534,292,874,313,41,45,631,507,712,833,349,431,480,108,220,151,344,357
Product 4068,901,637,54,866,172,317,268,637,723,366,789,5,724,383,231,302,978,78,291,402,438,374,416,938,30,376,271,21,273,535,604,289,731,596,687,294,654,914,782,204,138
Product 4069,98,391,11,144,959,694,130,413,391,338,116,539,707,984,21,814,555,492,37,412,569,364,222,860,964,140,216,646,639,776,971,407,969,890,641,28,168,217,384,572,949
Product 4070,164,772,638,302,154,780,257,494,760,685,681,887,28,292,195,36,847,885,510,998,953,642,398,545,819,487,770,935,144,44,563,489,680,439,996,24,440,149,471,853,278
Product 4071,706,172,674,853,767,27,100,511,178,821,204,139,951,92,421,413,118,18,720,188,544,2,364,485,188,367,500,259,678,794,155,917,361,508,181,667,325,395,389,286,867
Product 4072,215,206,8,296,660,990,218,126,903,238,867,908,630,69,436,198,851,761,299,941,730,809,304,869,312,347,259,24,210,223,909,553,554,760,264,690,976,312,376,245,805
Product 4073,539,476,629,102,407,417,191,651,219,564,457,136,314,423,844,664,553,911,535,880,849,492,106,261,90,190,645,798,762,679,306,175,413,389,970,476,833,415,244,763,862
Product 4074,251,300,618,626,248,862,133,757,863,845,278,948,727,120,659,745,633,137,430,863,307,841,208,424,764,15,523,202,970,127,192,247,169,244,565,750,16,498,385,736,393
Product 4075,227,348,620,800,395,514,68,123,788,194,452,549,64,978,895,26,584,297,730,593,596,127,366,928,862,349,519,497,533,651,145,922,34,292,373,92,458,14,187,958,821
Product 4076,638,650,717,697,548,949,937,249,407,266,101,517,945,146,2,636,251,449,530,315,485,706,679,984,344,13,962,14,134,969,425,804,483,787,812,366,828,912,353,428,636
Product 4077,126,178,805,180,984,28,857,120,619,737,761,140,782,515,187,566,314,739,188,58,325,912,331,916,120,809,938,979,438,782,103,66,23,551,73,651,27,922,308,200,639
Product 4078,345,144,299,877,9,780,664,151,701,686,395,596,761,60,743,906,556,836,480,438,527,672,573,225,502,360,483,673,415,141,814,942,22,263,857,998,185,226,474,591,725
Product 4079,788,869,121,641,641,78,655,499,775,176,997,363,336,638,903,196,52,249,691,353,24,87,633,230,332,596,944,312,339,908,785,970,409,223,35,139,360,898,127,148,556
Product 4080,888,920,321,882,383,29,734,829,247,13,246,948,676,172,321,317,707,563,328,597,711,278,992,42,277,788,887,949,6,997,859,929,24,739,611,561,685,422,104,900,55
Product 4081,285,466,363,751,303,138,277,861,300,0,626,18,741,72,457,879,183,14,446,942,350,39,665,265,834,61,389,120,549,171,278,108,5,168,417,253,926,844,387,201,379
Product 4082,758,80,739,821,997,511,166,122,796,22,578,61,324,627,247,501,884,963,102,24,977,851,571,145,69,614,501,186,249,634,981,316,936,865,829,310,722,868,279,529,297
Product 4083,589,256,368,592,253,361,217,293,610,607,801,117,487,156,788,604,379,971,804,857,804,575,22,41,354,320,659,214,880,181,103,1000,950,854,544,934,552,364,799,458,37
Product 4084,589,571,837,338,642,704,277,884,206,417,245,133,967,345,373,768,101,979,794,141,991,649,139,867,682,368,20,963,801,876,567,30,912,698,326,648,240,20,116,543,809
Product 4085,194,989,176,430,619,806,107,747,695,254,116,927,602,654,791,535,366,307,84,456,679,748,263,379,2,36,461,859,500,878,954,720,223,822,668,195,264,396,196,773,805
Product 4086,788,116,559,936,90,950,958,607,441,995,800,102,685,810,788,4,29,949,113,304,114,313,415,343,930,991,391,262,925,372,471,589,117,479,400,589,66,960,181,631,476
Product 4087,368,677,101,989,751,611,735,661,400,441,189,485,177,943,393,953,252,795,290,962,66,898,647,832,8,118,738,728,80,993,223,201,96,548,589,414,242,274,604,930,906
Product 4088,340,267,244,434,875,216,36,90,14,85,721,493,849,205,297,566,842,932,608,356,314,497,600,659,863,753,185,775,120,846,862,445,364,210,509,826,107,998,26,988,406
Product 4089,230,617,688,950,763,85,756,876,572,353,200,477,160,41,204,946,576,946,912,837,195,524,450,512,107,643,403,720,865,856,412,21,551,455,257,323,354,637,402,625,724
Product 4090,295,561,107,292,136,355,967,723,158,718,229,825,578,107,323,546,964,573,52,742,289,373,418,172,696,104,384,941,547,38,14,81,471,47,364,582,716,617,215,949,464
Product 4091,786,485,738,544,561,994,951,858,39,814,688,604,250,730,200,978,975,707,845,474,764,79,168,594,334,891,243,5,908,431,776,268,465,786,87,942,618,694,358,180,294
Product 4092,114,152,559,938,848,823,276,460,49,412,567,756,768,677,992,404,375,392,343,677,555,315,921,939,833,267,117,631,185,193,910,631,730,477,236,74,46,691,594,374,783
Product 4093,541,58,946,741,773,443,396,602,413,758,96,546,877,133,850,395,879,597,527,283,836,221,376,992,138,664,185,844,557,863,782,95,366,150,589,73,147,224,767,171,137
Product 4094,99,758,500,943,909,197,895,582,436,160,104,93,534,460,507,975,270,966,561,601,838,211,21,680,557,349,760,781,332,911,845,509,286,492,826,410,337,448,260,489,473
Product 4095,553,289,376,246,398,585,813,377,1,723,167,145,944,36,706,318,479,401,713,860,405,963,653,310,425,790,469,300,821,713,11,610,429,965,826,929,598,926,859,16,629
Product 4096,85,596,517,516,986,518,818,907,578,501,652,593,541,431,675,459,453,853,234,12,672,962,272,338,374,939,110,382,456,247,763,624,663,484,502,873,673,394,245,218,622
Product 4097,102,660,999,482,323,854,604,592,430,325,165,178,660,351,537,989,211,678,965,128,747,131,829,853,767,882,311,671,553,14,130,515,63,347,616,718,565,687,417,469,802
Product 4098,402,682,22,69,152,386,730,41,842,711,536,983,451,543,753,72,877,345,586,756,455,794,641,521,863,322,807,964,427,693,609,354,834,975,987,538,687,626,264,849,587
Product 4099,458,378,724,84,496,318,669,438,710,859,976,721,10,552,931,272,213,663,126,750,79,989,420,768,19,519,123,662,108,772,72,583,935,856,253,229,684,997,236,86,359
Product 4100,155,726,114,56,807,835,259,262,851,707,222,580,830,195,998,6,854,380,199,478,243,15,745,582,322,490,960,677,689,281,803,184,743,710,477,101,511,935,916,901,653
Product 4101,207,853,446,354,378,391,683,45,399,840,973,934,288,780,258,78,249,920,727,919,422,605,118,555,909,809,221,468,327,777,385,122,316,640,837,569,926,206,693,176,449
Product 4102,469,300,348,347,896,322,118,304,790,411,765,382,494,333,221,98,445,805,59,702,706,816,468,221,671,126,658,152,963,859,763,249,178,805,569,179,370,454,695,873,405
Product 4103,753,47,486,565,108,274,35,749,515,185,81,584,592,636,205,29,260,811,318,516,233,395,17,377,461,148,319,238,436,29,861,281,410,446,216,891,98,195,135,851,543
Product 4104,515,647,958,183,331,133,75,143,813,417,563,130,665,695,194,338,438,665,1000,131,737,240,338,308,911,104,184,372,888,174,169,410,942,158,593,324,321,94,804,784,618
Product 4105,839,138,266,30,299,240,922,994,480,695,318,956,959,524,626,684,645,120,385,382,53,524,244,377,973,587,36,692,734,993,591,388,979,155,923,395,124,992,63,867,145
Product 4106,228,498,867,893,495,66,889,829,273,888,375,155,886,851,282,843,864,937,713,832,44,144,180,607,264,42,820,79,117,203,501,878,909,132,281,345,345,238,81,435,599
Product 4107,79,768,375,364,596,979,716,137,843,335,228,424,544,358,215,237,747,835,524,618,568,411,648,721,417,795,1,933,831,937,811,549,178,703,808,516,836,176,389,1000,570
Product 4108,214,709,886,557,170,629,180,622,504,447,339,6,533,595,887,934,937,128,128,349,380,925,588,849,446,405,36,603,220,837,200,537,979,600,356,543,302,904,804,263,296
Product 4109,809,35,553,704,964,749,458,556,114,74,887,108,152,185,44,218,845,452,718,364,812,652,617,869,995,199,493,947,618,890,388,568,906,601,516,148,600,145,905,611,381
Product 4110,27,615,515,509,340,346,890,981,462,113,954,627,214,330,361,555,744,269,730,953,297,137,185,892,649,281,605,847,666,2,858,441,932,474,371,745,617,334,924,398,617
Product 4111,963,839,91,364,285,783,289,522,342,976,101,761,78,117,777,432,788,595,853,130,892,782,734,303,9,472,450,153,539,615,102,18,774,703,700,713,310,864,438,110,203
Product 4112,108,348,284,948,254,86,742,487,151,481,406,213,861,557,741,756,117,169,580,449,775,484,46,976,23,358,918,570,517,140,691,736,551,92,439,914,316,725,122,258,948
Product 4113,89,366,639,471,133,862,714,755,696,552,932,443,542,453,215,689,325,909,1000,326,739,986,304,971,171,898,208,224,740,822,821,269,403,466,464,637,215,696,665,12,965
Product 4114,951,422,566,325,984,530,505,656,818,958,516,352,889,53,713,858,101,934,773,317,293,578,579,893,966,209,957,299,73,308,606,985,392,933,48,702,157,813,992,532,986
Product 4115,608,713,343,709,17,339,178,804,132,878,223,111,724,324,176,593,897,734,795,747,855,20,54,849,21,962,65,870,490,208,22,446,605,195,349,56,419,641,620,472,968
Product 4116,455,437,624,382,658,957,392,997,309,254,42,421,269,681,300,332,997,778,342,284,26,403,967,140,467,469,228,460,827,286,653,789,675,923,277,718,398,82,784,132,125
Product 4117,180,144,32,747,345,698,998,485,606,603,755,578,501,661,299,508,652,779,396,715,143,111,686,795,226,32,772,772,331,849,738,177,866,324,173,661,465,912,44,36,207
Product 4118,767,492,613,370,497,560,390,974,185,55,147,284,347,755,410,868,296,645,688,207,540,374,690,19,533,511,723,662,20,195,879,397,399,576,131,787,611,765,964,407,971
Product 4119,583,207,236,368,868,315,248,414,833,906,189,446,900,45,458,802,583,669,463,74,76,306,622,891,29,629,12,322,158,730,821,778,115,140,513,81,851,434,511,56,968
Product 4120,177,366,822,602,630,74,200,931,175,510,183,398,945,372,369,999,653,385,816,965,707,584,920,568,631,684,53,554,888,250,701,188,308,471,97,329,721,758,420,826,408
Product 4121,882,328,382,8,488,846,551,215,382,903,626,105,351,415,174,664,346,350,859,348,603,435,737,47,146,870,317,10,675,473,432,914,743,24,220,240,75,812,192,281,842
Product 4122,586,280,804,787,776,5,654,442,353,935,711,488,539,855,521,259,559,756,209,775,393,48,298,544,882,753,330,447,18,263,940,726,634,794,703,921,201,747,320,725,795
Product 4123,961,78,781,107,934,644,71,813,571,848,937,915,224,524,421,373,808,972,857,868,200,867,760,188,175,234,408,60,38,597,961,467,636,856,373,847,648,281,367,50,788
